gene,virus_1,virus_2,n identities,count gaps as mismatches,n sites,percent_identity,virus_1_accession,virus_2_accession
nsp14,Rc-0319,RaTG15,1287,no,1581,81.404,LC556375.1,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
nsp14,RaTG15,Rc-0319,1287,no,1581,81.404,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,LC556375.1
nsp14,Rc-0319,RmYN02,1317,no,1581,83.302,LC556375.1,data/GISAID/EPI_ISL_412977.fasta
nsp14,RmYN02,Rc-0319,1317,no,1581,83.302,data/GISAID/EPI_ISL_412977.fasta,LC556375.1
nsp14,Rc-0319,RShSTT182,1310,no,1581,82.859,LC556375.1,data/GISAID/EPI_ISL_852604.fasta
nsp14,RShSTT182,Rc-0319,1310,no,1581,82.859,data/GISAID/EPI_ISL_852604.fasta,LC556375.1
nsp14,Rc-0319,RShSTT200,1310,no,1581,82.859,LC556375.1,data/GISAID/EPI_ISL_852605.fasta
nsp14,RShSTT200,Rc-0319,1310,no,1581,82.859,data/GISAID/EPI_ISL_852605.fasta,LC556375.1
nsp14,Rc-0319,GD_Pangolin,1299,no,1581,82.163,LC556375.1,data/GISAID/EPI_ISL_410721.fasta
nsp14,GD_Pangolin,Rc-0319,1299,no,1581,82.163,data/GISAID/EPI_ISL_410721.fasta,LC556375.1
nsp14,PrC31,PrC31,1581,no,1581,100,MW703458,MW703458
nsp14,PrC31,RpYN06,1311,no,1581,82.922,MW703458,MZ081381
nsp14,RpYN06,PrC31,1311,no,1581,82.922,MZ081381,MW703458
nsp14,PrC31,RmYN05,1302,no,1581,82.353,MW703458,MZ081376.1
nsp14,RmYN05,PrC31,1302,no,1581,82.353,MZ081376.1,MW703458
nsp14,PrC31,RmYN08,1302,no,1581,82.353,MW703458,MZ081378
nsp14,RmYN08,PrC31,1302,no,1581,82.353,MZ081378,MW703458
nsp14,PrC31,RsYN04,1302,no,1581,82.353,MW703458,MZ081380.1
nsp14,RsYN04,PrC31,1302,no,1581,82.353,MZ081380.1,MW703458
nsp14,PrC31,GX_PangolinP4L,1310,no,1581,82.859,MW703458,MT040333
nsp14,GX_PangolinP4L,PrC31,1310,no,1581,82.859,MT040333,MW703458
nsp14,PrC31,BANAL-20-52,1315,no,1581,83.175,MW703458,MZ937000.1
nsp14,BANAL-20-52,PrC31,1315,no,1581,83.175,MZ937000.1,MW703458
nsp14,PrC31,BANAL-20-236,1316,no,1581,83.238,MW703458,MZ937003.2
nsp14,BANAL-20-236,PrC31,1316,no,1581,83.238,MZ937003.2,MW703458
nsp14,PrC31,BANAL-20-247,1313,no,1581,83.049,MW703458,MZ937004.1
nsp14,BANAL-20-247,PrC31,1313,no,1581,83.049,MZ937004.1,MW703458
nsp14,PrC31,BANAL-20-116,1312,no,1581,82.985,MW703458,MZ937002.1
nsp14,BANAL-20-116,PrC31,1312,no,1581,82.985,MZ937002.1,MW703458
nsp14,PrC31,BANAL-20-103,1317,no,1581,83.302,MW703458,MZ937001.1
nsp14,BANAL-20-103,PrC31,1317,no,1581,83.302,MZ937001.1,MW703458
nsp14,PrC31,RaTG15,1302,no,1581,82.353,MW703458,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
nsp14,RaTG15,PrC31,1302,no,1581,82.353,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MW703458
nsp14,PrC31,RmYN02,1304,no,1581,82.479,MW703458,data/GISAID/EPI_ISL_412977.fasta
nsp14,RmYN02,PrC31,1304,no,1581,82.479,data/GISAID/EPI_ISL_412977.fasta,MW703458
nsp14,PrC31,RShSTT182,1308,no,1581,82.732,MW703458,data/GISAID/EPI_ISL_852604.fasta
nsp14,RShSTT182,PrC31,1308,no,1581,82.732,data/GISAID/EPI_ISL_852604.fasta,MW703458
nsp14,PrC31,RShSTT200,1308,no,1581,82.732,MW703458,data/GISAID/EPI_ISL_852605.fasta
nsp14,RShSTT200,PrC31,1308,no,1581,82.732,data/GISAID/EPI_ISL_852605.fasta,MW703458
nsp14,PrC31,GD_Pangolin,1304,no,1581,82.479,MW703458,data/GISAID/EPI_ISL_410721.fasta
nsp14,GD_Pangolin,PrC31,1304,no,1581,82.479,data/GISAID/EPI_ISL_410721.fasta,MW703458
nsp14,RpYN06,RpYN06,1581,no,1581,100,MZ081381,MZ081381
nsp14,RpYN06,RmYN05,1408,no,1581,89.058,MZ081381,MZ081376.1
nsp14,RmYN05,RpYN06,1408,no,1581,89.058,MZ081376.1,MZ081381
nsp14,RpYN06,RmYN08,1408,no,1581,89.058,MZ081381,MZ081378
nsp14,RmYN08,RpYN06,1408,no,1581,89.058,MZ081378,MZ081381
nsp14,RpYN06,RsYN04,1408,no,1581,89.058,MZ081381,MZ081380.1
nsp14,RsYN04,RpYN06,1408,no,1581,89.058,MZ081380.1,MZ081381
nsp14,RpYN06,GX_PangolinP4L,1359,no,1581,85.958,MZ081381,MT040333
nsp14,GX_PangolinP4L,RpYN06,1359,no,1581,85.958,MT040333,MZ081381
nsp14,RpYN06,BANAL-20-52,1528,no,1581,96.648,MZ081381,MZ937000.1
nsp14,BANAL-20-52,RpYN06,1528,no,1581,96.648,MZ937000.1,MZ081381
nsp14,RpYN06,BANAL-20-236,1529,no,1581,96.711,MZ081381,MZ937003.2
nsp14,BANAL-20-236,RpYN06,1529,no,1581,96.711,MZ937003.2,MZ081381
nsp14,RpYN06,BANAL-20-247,1539,no,1581,97.343,MZ081381,MZ937004.1
nsp14,BANAL-20-247,RpYN06,1539,no,1581,97.343,MZ937004.1,MZ081381
nsp14,RpYN06,BANAL-20-116,1540,no,1581,97.407,MZ081381,MZ937002.1
nsp14,BANAL-20-116,RpYN06,1540,no,1581,97.407,MZ937002.1,MZ081381
nsp14,RpYN06,BANAL-20-103,1527,no,1581,96.584,MZ081381,MZ937001.1
nsp14,BANAL-20-103,RpYN06,1527,no,1581,96.584,MZ937001.1,MZ081381
nsp14,RpYN06,RaTG15,1409,no,1581,89.121,MZ081381,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
nsp14,RaTG15,RpYN06,1409,no,1581,89.121,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MZ081381
nsp14,RpYN06,RmYN02,1526,no,1581,96.521,MZ081381,data/GISAID/EPI_ISL_412977.fasta
nsp14,RmYN02,RpYN06,1526,no,1581,96.521,data/GISAID/EPI_ISL_412977.fasta,MZ081381
nsp14,RpYN06,RShSTT182,1516,no,1581,95.889,MZ081381,data/GISAID/EPI_ISL_852604.fasta
nsp14,RShSTT182,RpYN06,1516,no,1581,95.889,data/GISAID/EPI_ISL_852604.fasta,MZ081381
nsp14,RpYN06,RShSTT200,1516,no,1581,95.889,MZ081381,data/GISAID/EPI_ISL_852605.fasta
nsp14,RShSTT200,RpYN06,1516,no,1581,95.889,data/GISAID/EPI_ISL_852605.fasta,MZ081381
nsp14,RpYN06,GD_Pangolin,1395,no,1581,88.235,MZ081381,data/GISAID/EPI_ISL_410721.fasta
nsp14,GD_Pangolin,RpYN06,1395,no,1581,88.235,data/GISAID/EPI_ISL_410721.fasta,MZ081381
nsp14,RmYN05,RmYN05,1581,no,1581,100,MZ081376.1,MZ081376.1
nsp14,RmYN05,RmYN08,1581,no,1581,100,MZ081376.1,MZ081378
nsp14,RmYN08,RmYN05,1581,no,1581,100,MZ081378,MZ081376.1
nsp14,RmYN05,RsYN04,1581,no,1581,100,MZ081376.1,MZ081380.1
nsp14,RsYN04,RmYN05,1581,no,1581,100,MZ081380.1,MZ081376.1
nsp14,RmYN05,GX_PangolinP4L,1353,no,1581,85.579,MZ081376.1,MT040333
nsp14,GX_PangolinP4L,RmYN05,1353,no,1581,85.579,MT040333,MZ081376.1
nsp14,RmYN05,BANAL-20-52,1412,no,1581,89.311,MZ081376.1,MZ937000.1
nsp14,BANAL-20-52,RmYN05,1412,no,1581,89.311,MZ937000.1,MZ081376.1
nsp14,RmYN05,BANAL-20-236,1415,no,1581,89.5,MZ081376.1,MZ937003.2
nsp14,BANAL-20-236,RmYN05,1415,no,1581,89.5,MZ937003.2,MZ081376.1
nsp14,RmYN05,BANAL-20-247,1412,no,1581,89.311,MZ081376.1,MZ937004.1
nsp14,BANAL-20-247,RmYN05,1412,no,1581,89.311,MZ937004.1,MZ081376.1
nsp14,RmYN05,BANAL-20-116,1413,no,1581,89.374,MZ081376.1,MZ937002.1
nsp14,BANAL-20-116,RmYN05,1413,no,1581,89.374,MZ937002.1,MZ081376.1
nsp14,RmYN05,BANAL-20-103,1414,no,1581,89.437,MZ081376.1,MZ937001.1
nsp14,BANAL-20-103,RmYN05,1414,no,1581,89.437,MZ937001.1,MZ081376.1
nsp14,RmYN05,RaTG15,1536,no,1581,97.154,MZ081376.1,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
nsp14,RaTG15,RmYN05,1536,no,1581,97.154,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MZ081376.1
nsp14,RmYN05,RmYN02,1404,no,1581,88.805,MZ081376.1,data/GISAID/EPI_ISL_412977.fasta
nsp14,RmYN02,RmYN05,1404,no,1581,88.805,data/GISAID/EPI_ISL_412977.fasta,MZ081376.1
nsp14,RmYN05,RShSTT182,1414,no,1581,89.437,MZ081376.1,data/GISAID/EPI_ISL_852604.fasta
nsp14,RShSTT182,RmYN05,1414,no,1581,89.437,data/GISAID/EPI_ISL_852604.fasta,MZ081376.1
nsp14,RmYN05,RShSTT200,1414,no,1581,89.437,MZ081376.1,data/GISAID/EPI_ISL_852605.fasta
nsp14,RShSTT200,RmYN05,1414,no,1581,89.437,data/GISAID/EPI_ISL_852605.fasta,MZ081376.1
nsp14,RmYN05,GD_Pangolin,1433,no,1581,90.639,MZ081376.1,data/GISAID/EPI_ISL_410721.fasta
nsp14,GD_Pangolin,RmYN05,1433,no,1581,90.639,data/GISAID/EPI_ISL_410721.fasta,MZ081376.1
nsp14,RmYN08,RmYN08,1581,no,1581,100,MZ081378,MZ081378
nsp14,RmYN08,RsYN04,1581,no,1581,100,MZ081378,MZ081380.1
nsp14,RsYN04,RmYN08,1581,no,1581,100,MZ081380.1,MZ081378
nsp14,RmYN08,GX_PangolinP4L,1353,no,1581,85.579,MZ081378,MT040333
nsp14,GX_PangolinP4L,RmYN08,1353,no,1581,85.579,MT040333,MZ081378
nsp14,RmYN08,BANAL-20-52,1412,no,1581,89.311,MZ081378,MZ937000.1
nsp14,BANAL-20-52,RmYN08,1412,no,1581,89.311,MZ937000.1,MZ081378
nsp14,RmYN08,BANAL-20-236,1415,no,1581,89.5,MZ081378,MZ937003.2
nsp14,BANAL-20-236,RmYN08,1415,no,1581,89.5,MZ937003.2,MZ081378
nsp14,RmYN08,BANAL-20-247,1412,no,1581,89.311,MZ081378,MZ937004.1
nsp14,BANAL-20-247,RmYN08,1412,no,1581,89.311,MZ937004.1,MZ081378
nsp14,RmYN08,BANAL-20-116,1413,no,1581,89.374,MZ081378,MZ937002.1
nsp14,BANAL-20-116,RmYN08,1413,no,1581,89.374,MZ937002.1,MZ081378
nsp14,RmYN08,BANAL-20-103,1414,no,1581,89.437,MZ081378,MZ937001.1
nsp14,BANAL-20-103,RmYN08,1414,no,1581,89.437,MZ937001.1,MZ081378
nsp14,RmYN08,RaTG15,1536,no,1581,97.154,MZ081378,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
nsp14,RaTG15,RmYN08,1536,no,1581,97.154,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MZ081378
nsp14,RmYN08,RmYN02,1404,no,1581,88.805,MZ081378,data/GISAID/EPI_ISL_412977.fasta
nsp14,RmYN02,RmYN08,1404,no,1581,88.805,data/GISAID/EPI_ISL_412977.fasta,MZ081378
nsp14,RmYN08,RShSTT182,1414,no,1581,89.437,MZ081378,data/GISAID/EPI_ISL_852604.fasta
nsp14,RShSTT182,RmYN08,1414,no,1581,89.437,data/GISAID/EPI_ISL_852604.fasta,MZ081378
nsp14,RmYN08,RShSTT200,1414,no,1581,89.437,MZ081378,data/GISAID/EPI_ISL_852605.fasta
nsp14,RShSTT200,RmYN08,1414,no,1581,89.437,data/GISAID/EPI_ISL_852605.fasta,MZ081378
nsp14,RmYN08,GD_Pangolin,1433,no,1581,90.639,MZ081378,data/GISAID/EPI_ISL_410721.fasta
nsp14,GD_Pangolin,RmYN08,1433,no,1581,90.639,data/GISAID/EPI_ISL_410721.fasta,MZ081378
nsp14,RsYN04,RsYN04,1581,no,1581,100,MZ081380.1,MZ081380.1
nsp14,RsYN04,GX_PangolinP4L,1353,no,1581,85.579,MZ081380.1,MT040333
nsp14,GX_PangolinP4L,RsYN04,1353,no,1581,85.579,MT040333,MZ081380.1
nsp14,RsYN04,BANAL-20-52,1412,no,1581,89.311,MZ081380.1,MZ937000.1
nsp14,BANAL-20-52,RsYN04,1412,no,1581,89.311,MZ937000.1,MZ081380.1
nsp14,RsYN04,BANAL-20-236,1415,no,1581,89.5,MZ081380.1,MZ937003.2
nsp14,BANAL-20-236,RsYN04,1415,no,1581,89.5,MZ937003.2,MZ081380.1
nsp14,RsYN04,BANAL-20-247,1412,no,1581,89.311,MZ081380.1,MZ937004.1
nsp14,BANAL-20-247,RsYN04,1412,no,1581,89.311,MZ937004.1,MZ081380.1
nsp14,RsYN04,BANAL-20-116,1413,no,1581,89.374,MZ081380.1,MZ937002.1
nsp14,BANAL-20-116,RsYN04,1413,no,1581,89.374,MZ937002.1,MZ081380.1
nsp14,RsYN04,BANAL-20-103,1414,no,1581,89.437,MZ081380.1,MZ937001.1
nsp14,BANAL-20-103,RsYN04,1414,no,1581,89.437,MZ937001.1,MZ081380.1
nsp14,RsYN04,RaTG15,1536,no,1581,97.154,MZ081380.1,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
nsp14,RaTG15,RsYN04,1536,no,1581,97.154,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MZ081380.1
nsp14,RsYN04,RmYN02,1404,no,1581,88.805,MZ081380.1,data/GISAID/EPI_ISL_412977.fasta
nsp14,RmYN02,RsYN04,1404,no,1581,88.805,data/GISAID/EPI_ISL_412977.fasta,MZ081380.1
nsp14,RsYN04,RShSTT182,1414,no,1581,89.437,MZ081380.1,data/GISAID/EPI_ISL_852604.fasta
nsp14,RShSTT182,RsYN04,1414,no,1581,89.437,data/GISAID/EPI_ISL_852604.fasta,MZ081380.1
nsp14,RsYN04,RShSTT200,1414,no,1581,89.437,MZ081380.1,data/GISAID/EPI_ISL_852605.fasta
nsp14,RShSTT200,RsYN04,1414,no,1581,89.437,data/GISAID/EPI_ISL_852605.fasta,MZ081380.1
nsp14,RsYN04,GD_Pangolin,1433,no,1581,90.639,MZ081380.1,data/GISAID/EPI_ISL_410721.fasta
nsp14,GD_Pangolin,RsYN04,1433,no,1581,90.639,data/GISAID/EPI_ISL_410721.fasta,MZ081380.1
nsp14,GX_PangolinP4L,GX_PangolinP4L,1581,no,1581,100,MT040333,MT040333
nsp14,GX_PangolinP4L,BANAL-20-52,1355,no,1581,85.705,MT040333,MZ937000.1
nsp14,BANAL-20-52,GX_PangolinP4L,1355,no,1581,85.705,MZ937000.1,MT040333
nsp14,GX_PangolinP4L,BANAL-20-236,1354,no,1581,85.642,MT040333,MZ937003.2
nsp14,BANAL-20-236,GX_PangolinP4L,1354,no,1581,85.642,MZ937003.2,MT040333
nsp14,GX_PangolinP4L,BANAL-20-247,1355,no,1581,85.705,MT040333,MZ937004.1
nsp14,BANAL-20-247,GX_PangolinP4L,1355,no,1581,85.705,MZ937004.1,MT040333
nsp14,GX_PangolinP4L,BANAL-20-116,1356,no,1581,85.769,MT040333,MZ937002.1
nsp14,BANAL-20-116,GX_PangolinP4L,1356,no,1581,85.769,MZ937002.1,MT040333
nsp14,GX_PangolinP4L,BANAL-20-103,1361,no,1581,86.085,MT040333,MZ937001.1
nsp14,BANAL-20-103,GX_PangolinP4L,1361,no,1581,86.085,MZ937001.1,MT040333
nsp14,GX_PangolinP4L,RaTG15,1347,no,1581,85.199,MT040333,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
nsp14,RaTG15,GX_PangolinP4L,1347,no,1581,85.199,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MT040333
nsp14,GX_PangolinP4L,RmYN02,1348,no,1581,85.262,MT040333,data/GISAID/EPI_ISL_412977.fasta
nsp14,RmYN02,GX_PangolinP4L,1348,no,1581,85.262,data/GISAID/EPI_ISL_412977.fasta,MT040333
nsp14,GX_PangolinP4L,RShSTT182,1352,no,1581,85.515,MT040333,data/GISAID/EPI_ISL_852604.fasta
nsp14,RShSTT182,GX_PangolinP4L,1352,no,1581,85.515,data/GISAID/EPI_ISL_852604.fasta,MT040333
nsp14,GX_PangolinP4L,RShSTT200,1352,no,1581,85.515,MT040333,data/GISAID/EPI_ISL_852605.fasta
nsp14,RShSTT200,GX_PangolinP4L,1352,no,1581,85.515,data/GISAID/EPI_ISL_852605.fasta,MT040333
nsp14,GX_PangolinP4L,GD_Pangolin,1356,no,1581,85.769,MT040333,data/GISAID/EPI_ISL_410721.fasta
nsp14,GD_Pangolin,GX_PangolinP4L,1356,no,1581,85.769,data/GISAID/EPI_ISL_410721.fasta,MT040333
nsp14,BANAL-20-52,BANAL-20-52,1581,no,1581,100,MZ937000.1,MZ937000.1
nsp14,BANAL-20-52,BANAL-20-236,1574,no,1581,99.557,MZ937000.1,MZ937003.2
nsp14,BANAL-20-236,BANAL-20-52,1574,no,1581,99.557,MZ937003.2,MZ937000.1
nsp14,BANAL-20-52,BANAL-20-247,1556,no,1581,98.419,MZ937000.1,MZ937004.1
nsp14,BANAL-20-247,BANAL-20-52,1556,no,1581,98.419,MZ937004.1,MZ937000.1
nsp14,BANAL-20-52,BANAL-20-116,1555,no,1581,98.355,MZ937000.1,MZ937002.1
nsp14,BANAL-20-116,BANAL-20-52,1555,no,1581,98.355,MZ937002.1,MZ937000.1
nsp14,BANAL-20-52,BANAL-20-103,1564,no,1581,98.925,MZ937000.1,MZ937001.1
nsp14,BANAL-20-103,BANAL-20-52,1564,no,1581,98.925,MZ937001.1,MZ937000.1
nsp14,BANAL-20-52,RaTG15,1411,no,1581,89.247,MZ937000.1,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
nsp14,RaTG15,BANAL-20-52,1411,no,1581,89.247,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MZ937000.1
nsp14,BANAL-20-52,RmYN02,1511,no,1581,95.572,MZ937000.1,data/GISAID/EPI_ISL_412977.fasta
nsp14,RmYN02,BANAL-20-52,1511,no,1581,95.572,data/GISAID/EPI_ISL_412977.fasta,MZ937000.1
nsp14,BANAL-20-52,RShSTT182,1522,no,1581,96.268,MZ937000.1,data/GISAID/EPI_ISL_852604.fasta
nsp14,RShSTT182,BANAL-20-52,1522,no,1581,96.268,data/GISAID/EPI_ISL_852604.fasta,MZ937000.1
nsp14,BANAL-20-52,RShSTT200,1522,no,1581,96.268,MZ937000.1,data/GISAID/EPI_ISL_852605.fasta
nsp14,RShSTT200,BANAL-20-52,1522,no,1581,96.268,data/GISAID/EPI_ISL_852605.fasta,MZ937000.1
nsp14,BANAL-20-52,GD_Pangolin,1398,no,1581,88.425,MZ937000.1,data/GISAID/EPI_ISL_410721.fasta
nsp14,GD_Pangolin,BANAL-20-52,1398,no,1581,88.425,data/GISAID/EPI_ISL_410721.fasta,MZ937000.1
nsp14,BANAL-20-236,BANAL-20-236,1581,no,1581,100,MZ937003.2,MZ937003.2
nsp14,BANAL-20-236,BANAL-20-247,1559,no,1581,98.608,MZ937003.2,MZ937004.1
nsp14,BANAL-20-247,BANAL-20-236,1559,no,1581,98.608,MZ937004.1,MZ937003.2
nsp14,BANAL-20-236,BANAL-20-116,1558,no,1581,98.545,MZ937003.2,MZ937002.1
nsp14,BANAL-20-116,BANAL-20-236,1558,no,1581,98.545,MZ937002.1,MZ937003.2
nsp14,BANAL-20-236,BANAL-20-103,1565,no,1581,98.988,MZ937003.2,MZ937001.1
nsp14,BANAL-20-103,BANAL-20-236,1565,no,1581,98.988,MZ937001.1,MZ937003.2
nsp14,BANAL-20-236,RaTG15,1414,no,1581,89.437,MZ937003.2,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
nsp14,RaTG15,BANAL-20-236,1414,no,1581,89.437,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MZ937003.2
nsp14,BANAL-20-236,RmYN02,1514,no,1581,95.762,MZ937003.2,data/GISAID/EPI_ISL_412977.fasta
nsp14,RmYN02,BANAL-20-236,1514,no,1581,95.762,data/GISAID/EPI_ISL_412977.fasta,MZ937003.2
nsp14,BANAL-20-236,RShSTT182,1523,no,1581,96.331,MZ937003.2,data/GISAID/EPI_ISL_852604.fasta
nsp14,RShSTT182,BANAL-20-236,1523,no,1581,96.331,data/GISAID/EPI_ISL_852604.fasta,MZ937003.2
nsp14,BANAL-20-236,RShSTT200,1523,no,1581,96.331,MZ937003.2,data/GISAID/EPI_ISL_852605.fasta
nsp14,RShSTT200,BANAL-20-236,1523,no,1581,96.331,data/GISAID/EPI_ISL_852605.fasta,MZ937003.2
nsp14,BANAL-20-236,GD_Pangolin,1397,no,1581,88.362,MZ937003.2,data/GISAID/EPI_ISL_410721.fasta
nsp14,GD_Pangolin,BANAL-20-236,1397,no,1581,88.362,data/GISAID/EPI_ISL_410721.fasta,MZ937003.2
nsp14,BANAL-20-247,BANAL-20-247,1581,no,1581,100,MZ937004.1,MZ937004.1
nsp14,BANAL-20-247,BANAL-20-116,1580,no,1581,99.937,MZ937004.1,MZ937002.1
nsp14,BANAL-20-116,BANAL-20-247,1580,no,1581,99.937,MZ937002.1,MZ937004.1
nsp14,BANAL-20-247,BANAL-20-103,1553,no,1581,98.229,MZ937004.1,MZ937001.1
nsp14,BANAL-20-103,BANAL-20-247,1553,no,1581,98.229,MZ937001.1,MZ937004.1
nsp14,BANAL-20-247,RaTG15,1413,no,1581,89.374,MZ937004.1,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
nsp14,RaTG15,BANAL-20-247,1413,no,1581,89.374,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MZ937004.1
nsp14,BANAL-20-247,RmYN02,1526,no,1581,96.521,MZ937004.1,data/GISAID/EPI_ISL_412977.fasta
nsp14,RmYN02,BANAL-20-247,1526,no,1581,96.521,data/GISAID/EPI_ISL_412977.fasta,MZ937004.1
nsp14,BANAL-20-247,RShSTT182,1525,no,1581,96.458,MZ937004.1,data/GISAID/EPI_ISL_852604.fasta
nsp14,RShSTT182,BANAL-20-247,1525,no,1581,96.458,data/GISAID/EPI_ISL_852604.fasta,MZ937004.1
nsp14,BANAL-20-247,RShSTT200,1525,no,1581,96.458,MZ937004.1,data/GISAID/EPI_ISL_852605.fasta
nsp14,RShSTT200,BANAL-20-247,1525,no,1581,96.458,data/GISAID/EPI_ISL_852605.fasta,MZ937004.1
nsp14,BANAL-20-247,GD_Pangolin,1401,no,1581,88.615,MZ937004.1,data/GISAID/EPI_ISL_410721.fasta
nsp14,GD_Pangolin,BANAL-20-247,1401,no,1581,88.615,data/GISAID/EPI_ISL_410721.fasta,MZ937004.1
nsp14,BANAL-20-116,BANAL-20-116,1581,no,1581,100,MZ937002.1,MZ937002.1
nsp14,BANAL-20-116,BANAL-20-103,1552,no,1581,98.166,MZ937002.1,MZ937001.1
nsp14,BANAL-20-103,BANAL-20-116,1552,no,1581,98.166,MZ937001.1,MZ937002.1
nsp14,BANAL-20-116,RaTG15,1414,no,1581,89.437,MZ937002.1,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
nsp14,RaTG15,BANAL-20-116,1414,no,1581,89.437,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MZ937002.1
nsp14,BANAL-20-116,RmYN02,1525,no,1581,96.458,MZ937002.1,data/GISAID/EPI_ISL_412977.fasta
nsp14,RmYN02,BANAL-20-116,1525,no,1581,96.458,data/GISAID/EPI_ISL_412977.fasta,MZ937002.1
nsp14,BANAL-20-116,RShSTT182,1524,no,1581,96.395,MZ937002.1,data/GISAID/EPI_ISL_852604.fasta
nsp14,RShSTT182,BANAL-20-116,1524,no,1581,96.395,data/GISAID/EPI_ISL_852604.fasta,MZ937002.1
nsp14,BANAL-20-116,RShSTT200,1524,no,1581,96.395,MZ937002.1,data/GISAID/EPI_ISL_852605.fasta
nsp14,RShSTT200,BANAL-20-116,1524,no,1581,96.395,data/GISAID/EPI_ISL_852605.fasta,MZ937002.1
nsp14,BANAL-20-116,GD_Pangolin,1402,no,1581,88.678,MZ937002.1,data/GISAID/EPI_ISL_410721.fasta
nsp14,GD_Pangolin,BANAL-20-116,1402,no,1581,88.678,data/GISAID/EPI_ISL_410721.fasta,MZ937002.1
nsp14,BANAL-20-103,BANAL-20-103,1581,no,1581,100,MZ937001.1,MZ937001.1
nsp14,BANAL-20-103,RaTG15,1413,no,1581,89.374,MZ937001.1,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
nsp14,RaTG15,BANAL-20-103,1413,no,1581,89.374,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MZ937001.1
nsp14,BANAL-20-103,RmYN02,1514,no,1581,95.762,MZ937001.1,data/GISAID/EPI_ISL_412977.fasta
